name,gender,birth,nationality,military_civilian,mission_number,occupation,year_of_mission,mission_hours,mission_title
"Serova, Yelena",female,1976,U.S.S.R/Russia,civilian,1,flight engineer,2014,4013,41
"Cristofretti, Samantha",female,1977,Italy,military,1,flight engineer,2014,4783.5,42
"Yui, Kimiya",male,1970,Japan,military,1,flight engineer,2015,3400,44
"Lindgren, Kjell Norwood",male,1973,U.S.,military,1,flight engineer,2015,3400.15,44
"Mogensen, Andreas",male,1976,Denmark,civilian,1,flight engineer,2015,236.23,Soyuz TMA-18M/16M
Aidyn (Aydyn) Akanovich Aimbetov,male,1972,Kazakhstan,military,1,flight engineer,2015,236.23,Soyuz TMA-18M/16M
"Peake, Timothy Nigel",male,1972,U.K.,military,1,pilot,2015,4462,46
"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,1,commander,2016,4132,47
"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2,commander,2019,0,57
"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,3,commander,2019,4863.75,59
"Onishi, Takuya",male,1975,Japan,civilian,1,flight engineer,2016,6902.35,48
"Rubins, Kathleen",female,1978,U.S.,civilian,1,flight engineer,2016,6902.35,48
"Chen, Dong",male,1978,China,military,1,flight engineer,2016,774.5,Shenzhou 11
"Ryzhikov, Sergey",male,1974,U.S.S.R/Russia,military,1,commander,2016,10383.25,49
"Pesquet, Thomas",male,1978,France,civilian,1,flight engineer,2016,4721.83,50
"Fischer, Jack",male,1974,U.S.,military,1,flight engineer,2017,3258.13,51
"Vande Hei, Mark",male,1966,U.S.,military,1,flight engineer,2017,4037.23,53
"Tingle, Scott",male,1965,U.S.,military,1,flight engineer,2017,4037,54
"Kanai, Norishige",male,1976,Japan,civilian,1,flight engineer,2017,4037,54
"Prokopyev, Sergei",male,1975,U.S.S.R/Russia,military,1,commander,2018,4722,56
"Auñón-Chancellor, Serena",female,1976,U.S.,civilian,1,flight engineer,2018,4722,56
"Hague, Tyler",male,1975,U.S.,military,1,flight engineer,2018,0,57
"Hague, Tyler",male,1975,U.S.,military,2,flight engineer,2019,4864,59
"Saint-Jaques, David",male,1970,Canada,civilian,1,flight engineer,2018,4887,57
"McClain, Anne Charlotte",female,1979,U.S.,military,1,flight engineer,2018,4887,57
"Koch, Christina",female,1979,U.S.,civilian,1,flight engineer,2019,7372.3,59
"Morgan, Andrew",male,1976,U.S.,military,1,flight engineer,2019,4303.08,60
"Meir, Jessica",female,1977,U.S.,civilian,1,flight engineer,2019,2697.6,60
"Al Mansoori, Hazzaa",male,1983,UAE,military,1,spaceflight participant,2019,189,EP-19
